player_id,source_url,player_name,age,birth_date,position,bat_throw,height_weight,career,draft,season,team,games,plate_appearances,at_bats,runs,hits,doubles,triples,home_runs,total_bases,runs_batted_in,stolen_bases,caught_stealing,walks,hit_by_pitch,strikeouts,grounded_into_double_play,sacrifice_flies,sacrifice_hits,errors,batting_average,slugging_percentage,on_base_percentage,on_base_plus_slugging,as_of_date,is_partial,age_was_corrected,height_cm,weight_kg
56637,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=56637,김민규,19,2007-01-26,OF,R/R,180cm/73kg,서울도곡초-휘문중-휘문고,26 KIA 3라운드 30순위,2026,KIA,37,38,37,12,10,4,0,0,14,6,8,1,1,0,14,0,0,0,0,0.27,0.378,0.289,0.667,2026-07-20,True,False,180,73
56708,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=56708,이도훈,23,2003-08-27,OF,R/R,172cm/74kg,서울청구초-홍은중-장충고-사이버한국외대,26 한화 육성선수,2026,한화,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2026-07-20,True,False,172,74
56754,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=56754,오재원,19,2007-01-21,OF,L/R,176cm/75kg,신도초-부천중-유신고,26 한화 1라운드 3순위,2026,한화,71,142,123,32,29,4,1,0,35,10,6,1,16,0,21,2,0,3,4,0.236,0.285,0.324,0.609,2026-07-20,True,False,176,75
56760,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=56760,쿠싱,30,1996-12-03,P,R/R,190cm/92kg,미국 Georgetown(대)-한화,26 한화 부상 대체 외국인선수,2026,한화,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2026-07-20,True,False,190,92
56793,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=56793,최유빈,24,2002-05-27,IF,L/R,173cm/73kg,순천남산초-여수중-전주고-경성대,26 한화 4라운드 33순위,2026,한화,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2026-07-20,True,False,173,73
56904,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=56904,허윤,19,2007-03-29,IF,L/R,177cm/73kg,역삼초-대치중-충암고,26 NC 7라운드 62순위,2026,NC,16,5,4,4,1,0,0,0,1,1,4,0,1,0,2,0,0,0,0,0.25,0.25,0.4,0.65,2026-07-20,True,False,177,73
56909,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=56909,신재인,19,2007-06-28,IF,R/R,185cm/83kg,함박초(처인구리틀)-매향중-유신고,26 NC 1라운드 2순위,2026,NC,40,95,81,8,15,4,0,3,28,8,0,2,14,0,17,1,0,0,3,0.185,0.346,0.305,0.651,2026-07-20,True,False,185,83
56949,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=56949,고준휘,19,2007-08-12,OF,L/L,181cm/85kg,선유초(영등포구리틀)-영동중-전주고,26 NC 4라운드 32순위,2026,NC,23,44,40,4,10,1,0,2,17,8,1,1,2,2,9,1,0,0,2,0.25,0.425,0.318,0.743,2026-07-20,True,False,181,85
56950,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=56950,블레인,29,1997-06-17,IF,R/R,178cm/101kg,미국 Mississippi(대),26 NC 자유선발,2026,NC,9,40,34,4,12,2,0,0,14,6,0,0,5,0,8,2,1,0,1,0.353,0.412,0.425,0.837,2026-07-20,True,False,178,101
60146,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=60146,이승현,35,1991-11-20,P,R/R,181cm/92kg,화순초-진흥중-화순고-LG,10 LG 2라운드 16순위,2026,삼성,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2026-07-20,True,True,181,92
60558,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=60558,오태곤,35,1991-11-18,1B,R/R,186cm/88kg,쌍문초-신월중-청원고-롯데-경찰-롯데-KT-SK,10 롯데 3라운드 22순위,2026,SSG,77,220,200,27,46,8,0,9,81,27,7,2,16,2,63,8,2,0,4,0.23,0.405,0.291,0.696,2026-07-20,True,True,186,88
61102,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=61102,유강남,34,1992-07-15,C,R/R,182cm/88kg,청원초-휘문중-서울고-LG-상무-LG,11 LG 7라운드 50순위,2026,롯데,45,109,103,8,24,5,0,3,38,7,0,0,4,1,28,1,1,0,1,0.233,0.369,0.266,0.635,2026-07-20,True,True,182,88
61353,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=61353,고종욱,37,1989-01-11,OF,L/R,184cm/83kg,역삼초-대치중-경기고-한양대-히어로즈-상무-히어로즈-SK-SSG,11 넥센 3라운드 19순위,2026,KIA,19,26,21,0,3,0,0,0,3,4,1,0,3,1,5,1,1,0,0,0.143,0.143,0.269,0.412,2026-07-20,True,True,184,83
61404,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=61404,김헌곤,38,1988-11-09,OF,R/R,174cm/81kg,회원초-경복중-제주관광고-영남대-삼성-상무,11 삼성 5라운드 36순위,2026,삼성,56,78,73,9,20,1,1,0,23,5,1,2,4,0,11,2,1,0,0,0.274,0.315,0.308,0.623,2026-07-20,True,True,174,81
62234,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=62234,류지혁,32,1994-01-13,2B,L/R,181cm/75kg,청원초-선린중-충암고-두산-상무-두산-KIA,12 두산 4라운드 36순위,2026,삼성,84,335,282,41,83,13,4,5,119,48,18,2,40,6,46,6,3,4,9,0.294,0.422,0.39,0.812,2026-07-20,True,True,181,75
62244,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=62244,박세혁,36,1990-01-09,C,L/R,181cm/86kg,수유초-신일중-신일고-고려대-두산-상무-두산-NC,12 두산 5라운드 47순위,2026,삼성,25,44,40,6,7,1,0,0,8,0,0,0,4,0,9,1,0,0,0,0.175,0.2,0.25,0.45,2026-07-20,True,True,181,86
62332,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=62332,김재현,33,1993-03-18,C,R/R,178cm/90kg,진북초-전라중-대전고-히어로즈-상무,12 넥센 8라운드 76순위,2026,키움,5,10,9,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0.0,0.0,0.1,0.1,2026-07-20,True,True,178,90
62404,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=62404,구자욱,33,1993-02-12,OF,L/R,189cm/75kg,본리초-경복중-대구고-삼성-상무,12 삼성 2라운드 12순위,2026,삼성,69,300,257,55,88,15,3,10,139,62,4,1,36,3,41,2,4,0,3,0.342,0.541,0.423,0.964,2026-07-20,True,True,189,75
62415,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=62415,박해민,36,1990-02-24,OF,L/R,180cm/75kg,영중초-양천중-신일고-한양대-삼성,12 삼성 육성선수,2026,LG,89,349,295,50,84,12,0,3,105,35,24,7,27,8,45,3,6,13,0,0.285,0.356,0.354,0.71,2026-07-20,True,True,180,75
62528,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=62528,김원중,33,1993-06-14,P,L/R,192cm/96kg,학강초-광주동성중-광주동성고,12 롯데 1라운드 5순위,2026,롯데,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2026-07-20,True,True,192,96
62700,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=62700,하주석,32,1994-02-25,SS,L/R,185cm/92kg,강남초-덕수중-신일고-한화-상무,12 한화 1라운드 1순위,2026,한화,27,85,78,5,20,2,0,0,22,6,0,0,5,1,21,1,0,1,4,0.256,0.282,0.31,0.592,2026-07-20,True,True,185,92
62754,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=62754,임기영,33,1993-04-16,P,R/R,184cm/86kg,대구수창초-경운중-경북고-한화-상무-KIA,12 한화 2라운드 18순위,2026,삼성,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2026-07-20,True,True,184,86
62802,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=62802,박승욱,34,1992-12-04,SS,L/R,184cm/83kg,칠성초-경복중-대구상원고-SK-KT,12 SK 3라운드 31순위,2026,롯데,67,119,109,12,28,5,0,1,36,16,1,0,7,1,35,2,0,2,0,0.257,0.33,0.308,0.638,2026-07-20,True,True,184,83
62864,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=62864,김민식,37,1989-06-28,C,L/R,180cm/80kg,양덕초-마산중-마산고-원광대-SK-상무-SK-KIA,12 SK 2라운드 11순위,2026,SSG,14,28,28,0,4,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0.143,0.143,0.143,0.286,2026-07-20,True,True,180,80
62884,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=62884,최항,32,1994-01-03,1B,L/R,183cm/88kg,대일초-매송중-유신고-SK-SSG,12 SK 8라운드 70순위,2026,롯데,4,13,11,1,2,0,0,0,2,0,0,0,1,1,4,0,0,0,1,0.182,0.182,0.308,0.49,2026-07-20,True,True,183,88
62895,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=62895,한유섬,37,1989-08-09,OF,L/R,190cm/105kg,중앙초(해운대리틀)-대천중-경남고-경성대-SK-상무-SK,12 SK 9라운드 85순위,2026,SSG,35,116,95,8,16,1,0,0,17,3,1,0,18,2,30,6,1,0,0,0.168,0.179,0.31,0.489,2026-07-20,True,True,190,105
62907,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=62907,박민우,33,1993-02-06,2B,L/R,185cm/80kg,마포초(용산구리틀)-선린중-휘문고,12 NC 1라운드 9순위,2026,NC,82,346,288,51,97,18,0,6,133,49,27,10,47,7,43,7,3,1,3,0.337,0.462,0.438,0.9,2026-07-20,True,True,185,80
62931,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=62931,노진혁,37,1989-07-15,DH,L/R,184cm/80kg,광주대성초-광주동성중-광주동성고-성균관대-NC-상무-NC,12 NC 특별 20순위,2026,롯데,62,176,152,11,33,9,0,5,57,20,0,0,18,2,34,4,3,1,4,0.217,0.375,0.303,0.678,2026-07-20,True,True,184,80
62934,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=62934,김성욱,33,1993-05-01,OF,R/R,181cm/83kg,광주서림초-충장중-진흥고-NC-상무-NC,12 NC 3라운드 32순위,2026,SSG,61,139,116,20,31,4,0,4,47,13,3,0,18,3,26,1,1,1,0,0.267,0.405,0.377,0.782,2026-07-20,True,True,181,83
62947,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=62947,나성범,37,1989-10-03,OF,L/L,183cm/100kg,광주대성초-진흥중-진흥고-연세대-NC,12 NC 2라운드 10순위,2026,KIA,86,350,304,50,90,19,0,19,166,59,0,0,38,5,94,5,3,0,3,0.296,0.546,0.38,0.926,2026-07-20,True,True,183,100
62951,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=62951,이형범,32,1994-02-27,P,R/R,181cm/80kg,화순초-화순중-화순고-NC-경찰-NC-두산,12 NC 특별 23순위,2026,KIA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2026-07-20,True,True,181,80
63123,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=63123,강승호,32,1994-02-09,1B,R/R,178cm/88kg,순천북초-천안북중-북일고-LG-경찰-LG-SK,13 LG 1라운드 3순위,2026,두산,62,185,163,26,42,8,0,7,71,30,4,0,9,7,46,5,5,1,2,0.258,0.436,0.315,0.751,2026-07-20,True,True,178,88
63202,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=63202,장승현,32,1994-03-07,C,R/R,184cm/86kg,인천서림초-동산중-제물포고-두산-경찰-두산,13 두산 4라운드 36순위,2026,삼성,46,28,22,1,2,0,0,0,2,0,0,0,3,1,9,3,0,2,0,0.091,0.091,0.231,0.322,2026-07-20,True,True,184,86
63257,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=63257,김인태,32,1994-07-03,OF,L/L,178cm/78kg,포항제철서초-천안북중-북일고-두산-경찰,13 두산 1라운드 4순위,2026,두산,41,51,44,4,10,3,0,1,16,4,0,0,4,3,17,1,0,0,0,0.227,0.364,0.333,0.697,2026-07-20,True,True,178,78
63260,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=63260,이우성,32,1994-07-17,OF,R/R,182cm/95kg,대전유천초-한밭중-대전고-두산-상무-두산-NC-KIA,13 두산 2라운드 15순위,2026,NC,82,320,298,33,98,16,0,6,132,38,4,1,18,1,47,10,2,1,0,0.329,0.443,0.367,0.81,2026-07-20,True,True,182,95
63512,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=63512,박진형,32,1994-06-10,P,R/R,181cm/77kg,영랑초-경포중-강릉고-롯데,13 롯데 2라운드 13순위,2026,키움,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2026-07-20,True,True,181,77
63722,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=63722,한승택,32,1994-06-21,C,R/R,174cm/83kg,잠전초(남양주리틀)-잠신중-덕수고-한화-경찰-KIA,13 한화 3라운드 23순위,2026,KT,73,206,170,21,39,7,0,1,49,19,0,0,19,2,46,1,3,12,0,0.229,0.288,0.309,0.597,2026-07-20,True,True,174,83
63950,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=63950,장현식,31,1995-02-24,P,R/R,181cm/91kg,신도초-서울이수중-서울고-NC-경찰-NC-KIA,13 NC 1라운드 9순위,2026,LG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2026-07-20,True,True,181,91
63963,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=63963,권희동,36,1990-12-30,OF,R/R,177cm/85kg,동천초-경주중-경주고-경남대-NC-상무,13 NC 9라운드 84순위,2026,NC,49,154,129,24,32,5,0,3,46,19,1,1,22,1,26,1,0,2,0,0.248,0.357,0.362,0.719,2026-07-20,True,True,177,85
64004,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=64004,김민혁,31,1995-11-21,OF,L/R,181cm/71kg,광주서석초-배재중-배재고-KT-상무,14 KT 2차 6라운드 56순위,2026,KT,65,258,231,31,73,5,0,1,81,25,1,1,18,4,37,5,1,4,2,0.316,0.351,0.374,0.725,2026-07-20,True,True,181,71
64006,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=64006,심우준,31,1995-04-28,SS,R/R,183cm/75kg,송정동초-언북중-경기고-(영남사이버대)-KT-상무-KT,14 KT 2차 특별 14순위,2026,한화,78,276,238,39,62,7,0,3,78,25,15,1,28,3,47,1,1,6,11,0.261,0.328,0.344,0.672,2026-07-20,True,True,183,75
64022,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=64022,안중열,31,1995-09-01,C,R/R,176cm/87kg,가야초-개성중-부산고-(영남사이버대)-KT-롯데-상무-롯데,14 KT 2차 특별 15순위,2026,NC,44,95,82,13,20,5,0,1,28,10,1,0,8,2,20,5,1,2,1,0.244,0.341,0.323,0.664,2026-07-20,True,True,176,87
64101,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=64101,한석현,32,1994-05-17,OF,L/L,181cm/73kg,후암초-대천중-경남고-LG,14 LG 2차 5라운드 48순위,2026,NC,56,136,121,15,34,3,0,2,43,17,2,1,7,2,23,2,1,5,1,0.281,0.355,0.328,0.683,2026-07-20,True,True,181,73
64115,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=64115,장준원,31,1995-11-21,SS,R/R,183cm/77kg,경운초(김해시리틀)-개성중-경남고-LG,14 LG 2차 2라운드 23순위,2026,KT,48,65,55,2,10,1,0,2,17,7,0,0,5,0,15,1,0,5,2,0.182,0.309,0.25,0.559,2026-07-20,True,True,183,77
64153,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=64153,양석환,35,1991-07-15,1B,R/R,185cm/90kg,백운초-신일중-신일고-동국대-LG-상무-LG,14 LG 2차 3라운드 28순위,2026,두산,31,113,100,6,20,4,0,1,27,7,0,0,8,0,33,2,5,0,2,0.2,0.27,0.248,0.518,2026-07-20,True,True,185,90
64166,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=64166,배정대,31,1995-06-12,OF,R/R,185cm/80kg,도신초-성남중-성남고-(디지털문예대)-LG-KT-경찰,14 LG 2차 1라운드 3순위,2026,KT,62,97,90,18,21,7,1,0,30,11,2,1,4,2,26,2,0,1,0,0.233,0.333,0.281,0.614,2026-07-20,True,True,185,80
64340,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=64340,임지열,31,1995-08-22,OF,R/R,180cm/94kg,대전신흥초-건대부중-덕수고-히어로즈-경찰,14 넥센 2차 2라운드 22순위,2026,키움,30,83,71,9,15,3,0,1,21,4,1,2,9,1,22,4,0,2,1,0.211,0.296,0.309,0.605,2026-07-20,True,True,180,94
64346,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=64346,임병욱,31,1995-09-30,OF,L/R,187cm/94kg,수원신곡초-배명중-덕수고-히어로즈-키움-상무,14 넥센 1차,2026,키움,56,195,177,24,46,12,0,7,79,23,3,0,10,5,63,2,2,1,2,0.26,0.446,0.314,0.76,2026-07-20,True,True,187,94
64468,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=64468,박계범,30,1996-01-11,2B,R/R,177cm/84kg,순천북초-순천이수중-효천고-삼성-상무-삼성-두산,14 삼성 2차 2라운드 17순위,2026,삼성,25,37,35,6,6,0,0,1,9,2,0,0,2,0,13,2,0,0,1,0.171,0.257,0.216,0.473,2026-07-20,True,True,177,84
64504,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=64504,오윤석,34,1992-02-24,2B,R/R,180cm/87kg,화중초-자양중-경기고-연세대-롯데-상무-롯데,14 롯데 육성선수,2026,KT,63,147,134,22,39,7,0,0,46,16,0,1,11,0,33,5,1,1,4,0.291,0.343,0.342,0.685,2026-07-20,True,True,180,87
64560,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=64560,이창진,35,1991-03-04,OF,R/R,173cm/85kg,신도초-동인천중-인천고-건국대-롯데-KT-상무-KT,14 롯데 2차 6라운드 60순위,2026,KIA,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,2026-07-20,True,True,173,85
64646,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=64646,박찬호,31,1995-06-05,SS,R/R,178cm/72kg,신답초-건대부중-장충고-KIA,14 KIA 2차 5라운드 50순위,2026,두산,91,387,337,60,95,18,2,5,132,35,21,5,38,2,56,7,3,7,11,0.282,0.392,0.355,0.747,2026-07-20,True,True,178,72
64793,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=64793,김민수,35,1991-03-02,C,R/R,177cm/80kg,대구옥산초-경복중-대구상원고-영남대-한화-상무-삼성,14 한화 2차 2라운드 24순위,2026,LG,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2026-07-20,True,True,177,80
64984,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=64984,김태진,31,1995-10-07,2B,L/R,169cm/73kg,수유초-신일중-신일고-NC-경찰-NC-KIA,14 NC 2차 4라운드 45순위,2026,키움,9,14,12,2,2,0,0,0,2,0,0,0,2,0,4,0,0,0,0,0.167,0.167,0.286,0.453,2026-07-20,True,True,169,73
65040,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=65040,김태훈,30,1996-03-31,OF,L/R,177cm/78kg,진흥초(안산리틀)-평촌중-유신고-KT,15 KT 2차 5라운드 53순위,2026,삼성,2,6,5,0,1,1,0,0,2,0,0,0,1,0,1,1,0,0,0,0.2,0.4,0.333,0.733,2026-07-20,True,True,177,78
65048,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=65048,김민수,34,1992-07-24,P,R/R,188cm/80kg,청원초-청원중-청원고-성균관대-KT-상무,15 KT 2차 특별 11순위,2026,KT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2026-07-20,True,True,188,80
65060,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=65060,주권,31,1995-05-31,P,R/R,181cm/82kg,청주우암초-청주중-청주고,15 KT 우선지명,2026,KT,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2026-07-20,True,True,181,82
65062,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=65062,김재윤,36,1990-09-16,P,R/R,185cm/91kg,서울도곡초-휘문중-휘문고-KT,15 KT 2차 특별 13순위,2026,삼성,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2026-07-20,True,True,185,91
65207,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=65207,신민재,30,1996-01-21,2B,L/R,171cm/67kg,서흥초-동인천중-인천고,15 두산 육성선수,2026,LG,88,291,251,29,63,3,0,0,66,16,10,2,31,2,38,5,2,5,5,0.251,0.263,0.336,0.599,2026-07-20,True,True,171,67
65522,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=65522,김강현,31,1995-02-27,P,L/R,177cm/84kg,고명초-청원중-청원고,15 롯데 육성선수,2026,롯데,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2026-07-20,True,True,177,84
65586,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=65586,전병우,34,1992-10-24,3B,R/R,182cm/93kg,동삼초-경남중-개성고-동아대-롯데-키움,15 롯데 2차 3라운드 28순위,2026,삼성,77,290,239,37,53,14,0,5,82,32,2,2,32,16,79,8,3,0,5,0.222,0.343,0.348,0.691,2026-07-20,True,True,182,93
65610,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=65610,황대인,30,1996-02-10,1B,R/R,178cm/100kg,군산신풍초-자양중-경기고-KIA-상무,15 KIA 2차 1라운드 2순위,2026,KIA,3,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,2026-07-20,True,True,178,100
65616,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=65616,이민우,33,1993-02-09,P,R/R,185cm/104kg,순천북초-순천이수중-효천고-경성대-KIA,15 KIA 1차,2026,한화,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2026-07-20,True,True,185,104
65639,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=65639,박정수,30,1996-01-29,P,L/R,178cm/74kg,서울청구초-서울이수중-야탑고-KIA-경찰-KIA-NC,15 KIA 2차 7라운드 65순위,2026,두산,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2026-07-20,True,True,178,74
65653,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=65653,김호령,34,1992-04-30,OF,R/R,178cm/85kg,관산초-안산중앙중-군산상고-동국대-KIA-경찰,15 KIA 2차 10라운드 102순위,2026,KIA,89,383,346,57,98,22,1,11,155,48,12,4,23,3,99,6,5,6,2,0.283,0.448,0.329,0.777,2026-07-20,True,True,178,85
65703,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=65703,이도윤,30,1996-10-07,2B,L/R,175cm/79kg,고명초-배재중-북일고,15 한화 2차 3라운드 24순위,2026,한화,75,259,239,28,64,12,2,1,83,29,2,1,12,2,39,1,3,3,7,0.268,0.347,0.305,0.652,2026-07-20,True,True,175,79
65769,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=65769,김범수,31,1995-10-03,P,L/L,181cm/92kg,온양온천초-온양중-북일고-한화,15 한화 1차,2026,KIA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2026-07-20,True,True,181,92
65898,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=65898,김웅빈,30,1996-02-09,DH,L/R,182cm/97kg,서라벌초-울산제일중-울산공고-히어로즈-상무,15 SK 2차 3라운드 27순위,2026,키움,49,161,143,12,33,5,1,3,49,12,0,0,14,4,38,0,0,0,2,0.231,0.343,0.317,0.66,2026-07-20,True,True,182,97
66108,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=66108,홍창기,33,1993-11-21,OF,L/R,189cm/94kg,대일초-매송중-안산공고-건국대-LG-경찰,16 LG 2차 3라운드 27순위,2026,LG,81,342,274,48,71,11,2,0,86,24,3,2,53,11,77,9,2,2,2,0.259,0.314,0.397,0.711,2026-07-20,True,True,189,94
66112,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=66112,김기연,29,1997-09-07,C,R/R,178cm/106kg,광주수창초-진흥중-진흥고-LG,16 LG 2차 4라운드 34순위,2026,두산,25,43,39,5,8,1,0,0,9,6,0,0,1,1,6,2,1,1,1,0.205,0.231,0.238,0.469,2026-07-20,True,True,178,106
66162,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=66162,김주성,28,1998-01-30,1B,R/R,180cm/81kg,수원신곡초-덕수중-휘문고,16 LG 2차 2라운드 14순위,2026,LG,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,2026-07-20,True,True,180,81
66209,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=66209,조수행,33,1993-08-30,OF,L/R,178cm/73kg,노암초-경포중-강릉고-건국대-두산-상무,16 두산 2차 1라운드 5순위,2026,두산,71,91,73,15,23,2,1,0,27,11,10,2,11,0,9,1,0,7,0,0.315,0.37,0.405,0.775,2026-07-20,True,True,178,73
66233,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=66233,홍성호,29,1997-07-15,1B,L/R,187cm/98kg,인헌초-선린중-선린인터넷고,16 두산 2차 4라운드 36순위,2026,두산,4,13,13,1,2,0,0,0,2,0,0,0,0,0,7,1,0,0,0,0.154,0.154,0.154,0.308,2026-07-20,True,True,187,98
66291,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=66291,이영하,29,1997-11-01,P,R/R,192cm/91kg,영일초-강남중-선린인터넷고,16 두산 1차,2026,두산,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2026-07-20,True,True,192,91
66354,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=66354,주효상,29,1997-11-11,C,L/R,183cm/95kg,역북초-강남중-서울고-히어로즈-키움,16 넥센 1차,2026,KIA,9,18,17,2,4,0,0,0,4,1,0,0,1,0,4,0,0,0,0,0.235,0.235,0.278,0.513,2026-07-20,True,True,183,95
